FIR_No,Crime_Type,District,Police_Station,Date,Victim_Name,Victim_Age,Victim_Gender,Suspect_Name,Weapon,Status,Latitude,Longitude,Severity
FIR9468,Vehicle Theft,Tumakuru,Rural,2025-12-15,Shravya Ramakrishnan,70,Female,Prisha Dugar,None,Under Investigation,16.546095,78.395125,10
FIR9469,Murder,Kalaburagi,East,2024-09-12,Anya Tara,62,Female,Pahal Dara,Knife,Closed,16.801294,75.93415,7
FIR9470,Robbery,Belagavi,Market,2026-05-19,Shaurya Chad,71,Female,Aayush Dhingra,Vehicle,Under Investigation,15.497332,76.869854,5
FIR9471,Murder,Bengaluru Urban,North,2024-08-26,Viraj Sani,50,Female,Dominic Lata,Rod,Under Investigation,17.766173,78.394011,1
FIR9472,Theft,Kalaburagi,East,2025-07-12,Bina Biswas,49,Male,Indrajit Rajagopalan,Unknown,Closed,15.782247,75.564927,10
FIR9473,Kidnapping,Mangaluru,West,2025-10-19,Vasana Dave,37,Female,Zarna Babu,Rod,Open,13.204062,75.707875,7
FIR9474,Robbery,Mysuru,Rural,2025-06-21,Baghyawati Rajagopalan,72,Male,Abhimanyu Bandi,None,Under Investigation,11.993643,76.261525,7
FIR9475,Assault,Mysuru,East,2024-12-06,Girik Kulkarni,56,Male,Hemang Date,Rod,Closed,15.772022,74.782711,5
FIR9476,Kidnapping,Shivamogga,Central,2025-07-17,Mitali Sha,30,Female,Farhan Karan,Vehicle,Closed,13.525621,74.310691,3
FIR9477,Robbery,Bengaluru Urban,Central,2025-06-03,Dipta Lall,44,Male,Qushi Suri,Gun,Open,15.604256,78.291538,2
FIR9478,Theft,Belagavi,Traffic,2024-08-09,Charvi Borah,41,Male,Jagrati Ratta,Vehicle,Open,17.614244,78.039482,8
FIR9479,Murder,Bengaluru Urban,East,2025-09-19,Ati Murthy,43,Female,Ishwar Savant,Vehicle,Open,17.11344,74.87485,1
FIR9480,Fraud,Belagavi,East,2025-10-30,Inaya Pandya,35,Female,Aarnav Lalla,Rod,Closed,14.797628,77.427682,9
FIR9481,Cyber Crime,Bengaluru Urban,North,2026-01-26,Deepa Khalsa,41,Female,Udarsh Sachar,Knife,Closed,17.217389,74.431647,6
FIR9482,Burglary,Mysuru,Market,2025-10-27,Mason Tak,74,Male,Balveer Virk,None,Under Investigation,18.325045,75.485158,10
FIR9483,Murder,Tumakuru,West,2024-07-19,Abdul Shetty,19,Female,Fariq Yogi,None,Closed,13.895748,77.017717,3
FIR9484,Kidnapping,Ballari,North,2024-11-20,Vrinda Shan,24,Male,Kala Gaba,None,Open,15.611156,78.248174,5
FIR9485,Vehicle Theft,Shivamogga,Market,2026-02-14,Mekhala Chand,73,Male,Falan Kurian,Gun,Under Investigation,12.874294,77.961785,9
FIR9486,Murder,Mysuru,East,2026-05-17,Eiravati Chaudhry,57,Female,Ranbir Sachdev,Unknown,Under Investigation,12.257045,75.707276,5
FIR9487,Cyber Crime,Bengaluru Urban,East,2025-03-12,Ekaja Behl,64,Male,Chandresh Thakkar,Gun,Under Investigation,17.127005,76.648794,9
FIR9488,Robbery,Shivamogga,Central,2026-03-01,Advika Kannan,52,Female,Atharv Nazareth,Knife,Under Investigation,12.575552,75.589563,1
FIR9489,Robbery,Mangaluru,South,2024-11-24,Faras Manda,23,Female,Bina Swaminathan,Unknown,Open,12.827315,77.992021,4
FIR9490,Assault,Belagavi,North,2025-02-25,Upasna Kapur,48,Female,Dayamai Goel,Gun,Closed,18.190671,78.564994,8
FIR9491,Theft,Tumakuru,North,2024-08-09,Rushil Chaudhari,61,Male,Banjeet Malhotra,Knife,Under Investigation,17.457131,76.83311,10
FIR9492,Murder,Vijayapura,North,2026-06-12,Jason Hegde,57,Female,Ishanvi Karan,Rod,Under Investigation,13.642667,74.534522,9
FIR9493,Theft,Shivamogga,West,2026-05-31,Turvi Amble,65,Male,Jyoti Ghose,Gun,Open,14.705279,75.941928,4
FIR9494,Burglary,Vijayapura,Market,2024-11-10,Neelima Karpe,41,Male,Lakshit Narayanan,Gun,Closed,15.594779,77.097547,3
FIR9495,Robbery,Shivamogga,Central,2024-08-22,Quincy Dora,75,Male,Gautam Sundaram,Rod,Open,14.399433,78.22755,3
FIR9496,Cyber Crime,Bengaluru Urban,South,2024-12-21,Akshay Bhandari,56,Male,Christopher Golla,Unknown,Open,14.554656,74.571149,2
FIR9497,Theft,Belagavi,Traffic,2026-06-23,Jasmit Thakur,63,Female,Lucky Pandya,Vehicle,Closed,15.468826,75.592166,8
FIR9498,Drug Trafficking,Tumakuru,Traffic,2024-10-15,Edhitha Ramakrishnan,63,Male,Oni Sethi,Vehicle,Open,17.221873,76.28502,4
FIR9499,Kidnapping,Ballari,North,2025-08-01,Frado Kota,43,Male,Dakshesh Ganesan,None,Under Investigation,16.222981,76.973561,1
FIR9500,Kidnapping,Shivamogga,Central,2024-09-10,Yashvi Tandon,53,Female,Shivansh Lalla,None,Open,18.373756,76.963191,6
FIR9501,Fraud,Hubballi-Dharwad,East,2025-01-31,Oni Manda,65,Female,Manbir Ahuja,Knife,Closed,18.20754,74.287598,1
FIR9502,Burglary,Ballari,Central,2025-07-08,Anjali Lad,64,Female,Lipika Bail,Vehicle,Under Investigation,12.360322,78.331727,6
FIR9503,Vehicle Theft,Kalaburagi,Rural,2024-10-28,Banjeet Vasa,34,Male,Tarak Bansal,Unknown,Open,16.212291,74.173434,5
FIR9504,Kidnapping,Tumakuru,West,2025-09-18,Michael Jain,75,Female,Raagini Date,Vehicle,Closed,13.212298,78.005545,3
FIR9505,Cyber Crime,Shivamogga,Central,2025-09-07,Varenya Divan,67,Male,Dipta Nair,Rod,Closed,15.142811,74.806133,6
FIR9506,Cyber Crime,Mangaluru,Traffic,2025-03-20,Meghana Sekhon,26,Male,Reyansh Tank,Unknown,Under Investigation,12.58921,75.493065,6
FIR9507,Kidnapping,Bengaluru Urban,West,2026-05-15,Warjas Thaman,37,Male,Charita Khatri,Rod,Closed,12.558015,74.905908,8
FIR9508,Drug Trafficking,Mangaluru,Rural,2024-08-26,Vansha Oommen,49,Female,Bhavna Mammen,Unknown,Closed,17.710684,76.726033,9
FIR9509,Kidnapping,Kalaburagi,Rural,2026-03-08,Xalak Bala,49,Female,Alka Kari,None,Open,12.064232,76.236129,2
FIR9510,Burglary,Belagavi,Rural,2024-07-28,Warhi Reddy,68,Male,Yadavi Pal,Gun,Closed,16.422897,77.893223,9
FIR9511,Theft,Mangaluru,Market,2025-02-24,Jairaj Thakur,50,Female,Charan Din,Vehicle,Closed,13.529074,75.148924,5
FIR9512,Vehicle Theft,Tumakuru,North,2026-02-25,Henry Mistry,34,Female,Quincy Aggarwal,None,Open,17.794058,74.77352,4
FIR9513,Vehicle Theft,Mysuru,West,2025-04-04,Lakshit Pall,67,Male,Arin Agrawal,Unknown,Open,17.190856,74.655107,8
FIR9514,Murder,Bengaluru Urban,Central,2026-06-02,Ria Varghese,30,Male,Jeet Chandran,Unknown,Under Investigation,13.118631,74.990513,9
FIR9515,Assault,Mangaluru,East,2025-10-03,Anika Kumar,23,Female,Ridhi Sangha,Unknown,Under Investigation,16.026794,74.445929,2
FIR9516,Assault,Tumakuru,North,2026-04-22,Ridhi Gara,46,Female,Eiravati Srinivas,Rod,Open,16.768956,75.593482,4
FIR9517,Vehicle Theft,Ballari,Traffic,2024-09-30,Veer Subramanian,54,Male,Nimrat Parsa,Rod,Under Investigation,15.939563,78.379074,4
FIR9518,Fraud,Mysuru,North,2024-11-16,Samar Yadav,59,Female,Arjun Seshadri,Vehicle,Open,12.503308,75.931546,5
FIR9519,Drug Trafficking,Vijayapura,West,2026-05-07,Parth Srinivasan,60,Male,Radhika Mutti,Vehicle,Closed,15.453141,76.460917,9
FIR9520,Drug Trafficking,Mangaluru,North,2025-12-14,Faraj Jaggi,42,Male,Wakeeta Biswas,Unknown,Under Investigation,16.142284,75.267847,2
FIR9521,Kidnapping,Hubballi-Dharwad,Traffic,2025-01-26,Ayushman Ganesan,18,Female,Fitan Dubey,Gun,Under Investigation,17.13498,76.107472,5
FIR9522,Kidnapping,Hubballi-Dharwad,North,2026-06-08,Kamya Gour,59,Female,Chameli Borah,Vehicle,Open,18.088283,78.509964,10
FIR9523,Assault,Tumakuru,East,2024-09-17,Banjeet Goel,63,Female,Damyanti Shan,Vehicle,Open,14.523066,76.811203,7
FIR9524,Kidnapping,Mysuru,Traffic,2026-04-15,Yahvi Amble,28,Male,Gopal Sandhu,None,Closed,18.327738,76.054811,6
FIR9525,Murder,Hubballi-Dharwad,Market,2026-02-16,Dayita Narula,70,Female,Amara Nayak,Vehicle,Open,16.443799,74.340584,2
FIR9526,Cyber Crime,Hubballi-Dharwad,Market,2025-11-10,Xavier Dayal,37,Female,Charles Biswas,None,Closed,15.496284,75.390188,5
FIR9527,Burglary,Hubballi-Dharwad,East,2024-08-05,Irya Chaudhuri,39,Female,Chavvi Loyal,Knife,Closed,15.462822,75.266194,9
FIR9528,Murder,Vijayapura,West,2025-12-28,Hemani Bansal,73,Male,Arya Konda,None,Open,16.135916,74.8493,7
FIR9529,Theft,Tumakuru,West,2025-06-25,Vedant Bail,24,Male,Vasana Ganguly,Knife,Open,13.326966,76.244471,2
FIR9530,Vehicle Theft,Mangaluru,Market,2025-11-16,Dev Deol,47,Male,Warda Shenoy,None,Open,13.481306,78.685313,6
FIR9531,Drug Trafficking,Bengaluru Urban,Rural,2024-11-08,Sai Vohra,55,Male,Pahal Prabhakar,Vehicle,Under Investigation,15.551577,78.537638,8
FIR9532,Burglary,Ballari,North,2024-11-26,Vedant Maharaj,38,Female,Maanav Chander,Knife,Under Investigation,18.336824,75.687085,6
FIR9533,Theft,Hubballi-Dharwad,Rural,2025-08-15,Michael Desai,75,Female,Aarav Venkataraman,Unknown,Under Investigation,11.723781,75.330754,4
FIR9534,Fraud,Mysuru,South,2025-07-11,Jairaj Dani,29,Female,Nihal Arora,Gun,Under Investigation,11.617112,74.023103,3
FIR9535,Burglary,Ballari,Rural,2025-06-17,Nitara Ratti,74,Female,Zaid Mahal,Rod,Open,18.378743,74.613925,3
FIR9536,Vehicle Theft,Bengaluru Urban,East,2026-02-22,Naveen Sarma,32,Male,Yatin Dutt,None,Under Investigation,14.975667,78.646622,5
FIR9537,Assault,Tumakuru,Rural,2026-01-04,Bhavini Prasad,60,Male,Yahvi Oza,Vehicle,Closed,18.017907,77.927074,4
FIR9538,Robbery,Hubballi-Dharwad,North,2024-07-28,Oliver Upadhyay,34,Female,Rajata Gera,Vehicle,Open,17.409325,77.776636,8
FIR9539,Drug Trafficking,Kalaburagi,Rural,2026-03-13,Indali Thakkar,60,Female,Ladli Date,Knife,Open,15.804929,78.716641,5
FIR9540,Drug Trafficking,Ballari,North,2025-07-10,Noah Dasgupta,69,Male,Lohit Sankar,Unknown,Open,12.652378,76.253566,2
FIR9541,Assault,Mangaluru,Rural,2024-09-29,Darsh Aurora,31,Female,Zayan Biswas,Rod,Under Investigation,12.934121,76.208824,3
FIR9542,Fraud,Vijayapura,Market,2026-02-27,Wridesh Manne,57,Male,Yachana Bir,Rod,Closed,15.47947,75.098277,1
FIR9543,Vehicle Theft,Ballari,North,2024-07-28,Samesh Sarkar,23,Female,Ekansh Peri,Unknown,Closed,17.454088,77.607218,5
FIR9544,Fraud,Vijayapura,Central,2025-04-25,Girik Sarin,30,Male,Hemal Varkey,Knife,Closed,18.153919,77.168286,9
FIR9545,Robbery,Shivamogga,Market,2025-05-29,Ishani Mandal,39,Female,Chasmum Yadav,None,Closed,12.327041,76.065832,10
FIR9546,Vehicle Theft,Shivamogga,Traffic,2024-09-09,Bhavani Prakash,47,Male,Tanish Sharma,Gun,Open,12.275176,74.062478,7
FIR9547,Assault,Kalaburagi,Traffic,2025-11-25,Yadavi Joshi,33,Female,Lakshit Bhat,Unknown,Open,12.357425,78.31092,8
FIR9548,Assault,Shivamogga,Central,2024-08-01,Ekani Peri,53,Male,Thomas Grover,Vehicle,Open,15.95863,78.290209,4
FIR9549,Robbery,Belagavi,Traffic,2024-12-13,Rishi Sagar,22,Female,Krishna Goel,Gun,Under Investigation,15.137163,77.863476,7
FIR9550,Fraud,Tumakuru,East,2025-03-22,Amruta Dhillon,44,Male,Neel Dixit,Rod,Under Investigation,12.484982,78.277557,8
FIR9551,Cyber Crime,Belagavi,North,2025-11-01,Abdul Tara,31,Male,Reva Chander,Gun,Open,15.985773,74.26365,8
FIR9552,Vehicle Theft,Shivamogga,Rural,2025-11-04,Yashasvi Setty,39,Female,Nihal Contractor,Knife,Open,17.565777,75.698093,2
FIR9553,Fraud,Hubballi-Dharwad,East,2024-09-22,Veda Kanda,41,Male,Bhavika Barad,None,Closed,14.230349,78.693445,5
FIR9554,Vehicle Theft,Vijayapura,Central,2025-05-28,Aashi Sagar,48,Female,Ijaya Rajagopalan,Rod,Open,12.643828,74.630969,2
FIR9555,Cyber Crime,Belagavi,West,2025-09-03,Kashvi Wali,31,Male,Orinder Vasa,Rod,Open,15.05054,75.571104,6
FIR9556,Assault,Vijayapura,East,2025-06-21,Aryan Guha,62,Male,Jeet Sheth,Gun,Under Investigation,18.369077,77.127266,3
FIR9557,Kidnapping,Tumakuru,South,2025-10-16,Warinder Wable,54,Male,Avi Bhatti,Gun,Closed,13.912425,78.560175,1
FIR9558,Assault,Shivamogga,East,2025-10-15,Rohan Kamdar,34,Female,Nirja Barman,Gun,Under Investigation,11.645216,74.882289,9
FIR9559,Robbery,Belagavi,Market,2025-12-08,Pushti Srivastava,46,Male,Kamala Sarna,Gun,Open,18.053924,74.228951,9
FIR9560,Burglary,Hubballi-Dharwad,Market,2025-03-26,Ijaya Hayer,34,Female,Simon Jani,Unknown,Closed,16.819547,75.661267,10
FIR9561,Theft,Vijayapura,North,2024-12-02,Saanvi Wason,46,Female,Divya Raval,Rod,Open,13.54365,74.285325,8
FIR9562,Burglary,Ballari,Market,2024-08-15,Meera Acharya,56,Male,Yatin Gola,Rod,Open,13.289809,76.871121,2
FIR9563,Fraud,Mysuru,Rural,2025-10-07,Waida Sehgal,38,Male,Yamini Cherian,Gun,Open,11.734262,76.264078,10
FIR9564,Theft,Ballari,West,2024-08-30,Hritik Rao,52,Female,Maanas Mann,None,Open,14.343854,78.44157,9
FIR9565,Burglary,Hubballi-Dharwad,Rural,2026-05-27,Azad Varkey,33,Male,Unnati Muni,Gun,Open,17.270795,74.301162,7
FIR9566,Robbery,Kalaburagi,Rural,2025-02-09,Lakshmi Goswami,46,Male,Jeremiah Balay,Knife,Open,16.716412,75.862674,3
FIR9567,Cyber Crime,Vijayapura,South,2025-12-13,Forum Wagle,35,Female,Gopal Deo,Unknown,Open,14.59948,77.765793,9
FIR9568,Assault,Shivamogga,South,2025-07-24,Jason Pall,24,Female,Vidhi Gade,Rod,Under Investigation,15.117746,76.630837,10
FIR9569,Kidnapping,Shivamogga,South,2025-03-13,Arunima Mander,69,Male,Ekaraj Sarkar,Gun,Under Investigation,13.933567,76.052212,8
FIR9570,Vehicle Theft,Mysuru,Rural,2024-08-18,Manya Tara,49,Male,Hemangini Memon,Rod,Open,14.065071,74.428047,1
FIR9571,Burglary,Tumakuru,Market,2024-11-08,Nilima Randhawa,66,Male,Waida Tara,Gun,Closed,18.039367,76.994433,5
FIR9572,Murder,Belagavi,East,2024-11-27,Vincent Rout,30,Male,Advaith Rastogi,Unknown,Under Investigation,15.565582,74.065474,7
FIR9573,Cyber Crime,Tumakuru,Market,2025-10-10,Kai Dubey,27,Male,Ojasvi Korpal,None,Under Investigation,17.396819,78.104904,4
FIR9574,Kidnapping,Hubballi-Dharwad,East,2025-05-22,Vasudha Maharaj,35,Male,Ekiya Samra,Gun,Under Investigation,12.943349,78.490154,3
FIR9575,Kidnapping,Mangaluru,Rural,2025-05-03,Falan Kala,40,Male,Raghav Kar,None,Open,12.335017,76.78781,2
FIR9576,Burglary,Hubballi-Dharwad,East,2025-05-07,Christopher Sachdeva,44,Male,Hiral Pingle,Gun,Open,15.389736,76.333962,10
FIR9577,Fraud,Mangaluru,Market,2024-07-26,Jackson Dave,30,Male,Tanish Dey,Knife,Under Investigation,12.892007,78.484131,5
FIR9578,Murder,Hubballi-Dharwad,Central,2026-01-14,Hema Chand,58,Female,Benjamin Mukhopadhyay,None,Open,15.70468,75.068934,9
FIR9579,Assault,Hubballi-Dharwad,South,2024-07-08,Omaja Datta,60,Male,Nicholas Solanki,Gun,Closed,14.303216,76.467543,9
FIR9580,Drug Trafficking,Ballari,Rural,2024-11-01,Nihal Sengupta,61,Female,Unni Kashyap,Knife,Closed,13.57296,78.43193,3
FIR9581,Assault,Ballari,North,2024-09-09,Dalaja Wason,56,Male,Jeremiah Arya,Gun,Open,14.707066,76.431246,1
FIR9582,Drug Trafficking,Mangaluru,Central,2024-11-04,Falan Sankar,70,Female,Aarnav Singhal,Gun,Closed,17.292239,76.023984,7
FIR9583,Drug Trafficking,Hubballi-Dharwad,Rural,2025-11-18,Damyanti Manda,74,Male,Harrison Kata,None,Open,14.051235,76.209968,3
FIR9584,Assault,Belagavi,Central,2024-07-07,Shivansh Babu,33,Male,Zinal Mittal,Knife,Closed,15.617905,74.260791,7
FIR9585,Murder,Vijayapura,Market,2026-04-20,Lavanya Minhas,75,Female,Vasatika Cheema,Rod,Open,12.878859,75.198528,8
FIR9586,Burglary,Belagavi,Traffic,2025-06-21,Tanish Dhar,44,Male,Dayamai Wali,None,Closed,15.575862,78.764421,9
FIR9587,Cyber Crime,Kalaburagi,South,2026-04-08,Pranit Dhar,50,Female,Mason Keer,Knife,Closed,16.496522,77.000976,7
FIR9588,Vehicle Theft,Tumakuru,East,2025-11-10,Balvan Krishna,66,Male,Odika Mohanty,Rod,Under Investigation,17.924275,76.267792,1
FIR9589,Theft,Mangaluru,Rural,2026-03-31,Adweta Tata,21,Female,Jagdish Baria,Unknown,Open,12.232529,76.276591,8
FIR9590,Robbery,Ballari,Traffic,2025-08-16,Siya Thaman,28,Female,Zaid Sathe,Gun,Under Investigation,18.110029,74.054545,7
FIR9591,Kidnapping,Ballari,Traffic,2024-08-17,Nilima Virk,71,Male,Divya Ramakrishnan,Unknown,Under Investigation,11.66246,76.038729,4
FIR9592,Burglary,Ballari,Central,2025-07-12,William Roy,39,Male,Watika Garde,Knife,Open,14.078475,74.477256,8
FIR9593,Assault,Bengaluru Urban,Rural,2024-09-26,Yatin Doctor,18,Male,Isha Hans,None,Open,12.585796,78.227769,9
FIR9594,Robbery,Bengaluru Urban,East,2024-07-10,Faqid Dash,51,Male,Pavani Oommen,Gun,Under Investigation,13.562568,78.680355,6
FIR9595,Robbery,Belagavi,East,2025-01-16,Yagnesh Kaur,54,Female,Deepa Mishra,Knife,Open,12.794054,76.691779,7
FIR9596,Robbery,Ballari,Rural,2025-04-29,Sneha Biswas,54,Male,Farhan Panchal,Rod,Open,18.247762,78.025011,8
FIR9597,Fraud,Mysuru,Traffic,2026-03-08,Aryan Raja,70,Female,Peter Mukhopadhyay,Rod,Under Investigation,17.076327,74.941122,10
FIR9598,Burglary,Kalaburagi,South,2025-08-12,Orinder Nigam,42,Female,Yashoda Loyal,Knife,Closed,18.487715,75.144184,4
FIR9599,Kidnapping,Kalaburagi,East,2025-10-28,Bakhshi Om,70,Female,Abeer Das,Unknown,Open,11.788103,77.60742,10
FIR9600,Fraud,Ballari,South,2024-12-07,Vrinda Mani,18,Female,Jagrati Reddy,Vehicle,Under Investigation,18.319768,76.359942,4
FIR9601,Cyber Crime,Kalaburagi,Market,2025-09-08,Wridesh Sule,32,Male,Vrinda Bhagat,Knife,Under Investigation,11.622188,74.576608,6
FIR9602,Murder,Bengaluru Urban,Market,2024-09-09,Rachita Nagy,37,Male,Pallavi Chanda,Vehicle,Under Investigation,15.698681,76.058419,6
FIR9603,Murder,Bengaluru Urban,Central,2026-06-23,Jonathan Varughese,68,Male,Anita Sur,None,Closed,14.020657,75.398787,4
FIR9604,Robbery,Tumakuru,Central,2024-11-14,Ekani Balay,29,Male,Peter Murty,Unknown,Under Investigation,17.175366,78.002175,1
FIR9605,Assault,Bengaluru Urban,Market,2026-05-16,Mohini Kibe,73,Male,Eshana Merchant,Rod,Open,12.873953,74.934761,7
FIR9606,Cyber Crime,Ballari,Traffic,2025-10-28,Pallavi Kalla,37,Female,Rajeshri Pau,Gun,Under Investigation,13.743846,74.553784,10
FIR9607,Fraud,Ballari,East,2026-06-18,Ishani Pillay,29,Female,Abhimanyu Loyal,Gun,Under Investigation,18.257414,77.153931,6
FIR9608,Theft,Mangaluru,North,2025-11-05,Warda Badami,42,Male,Nisha Narayanan,Knife,Closed,17.848715,75.486513,9
FIR9609,Assault,Bengaluru Urban,Traffic,2025-07-28,Jeremiah Kumar,30,Female,Januja Gandhi,Knife,Closed,17.984884,76.589469,9
FIR9610,Robbery,Shivamogga,Rural,2025-09-30,Max Bhatt,70,Female,Jai Rao,Knife,Open,16.846518,78.752509,6
FIR9611,Vehicle Theft,Ballari,Central,2024-10-15,Theodore Borra,64,Male,Ijaya Badal,Rod,Under Investigation,16.701131,75.169521,3
FIR9612,Burglary,Ballari,Rural,2024-12-18,Sudiksha Bala,25,Female,Hiral Shenoy,Rod,Open,12.839599,75.682724,1
FIR9613,Theft,Bengaluru Urban,North,2025-10-22,Robert Bhargava,64,Female,Aarnav Mukhopadhyay,Gun,Open,17.316606,74.628814,6
FIR9614,Assault,Vijayapura,Market,2025-05-30,Gaurika Radhakrishnan,58,Female,Januja Singhal,Rod,Open,11.615278,78.149011,9
FIR9615,Cyber Crime,Tumakuru,South,2025-03-10,Keya Dani,48,Male,Banjeet Dugar,Vehicle,Open,15.331413,76.806068,8
FIR9616,Cyber Crime,Belagavi,East,2026-02-17,Urvi Gandhi,28,Female,Saumya Mitter,Gun,Closed,13.045933,77.763451,10
FIR9617,Drug Trafficking,Kalaburagi,East,2026-02-15,Anvi Datta,64,Male,Kritika Chhabra,Unknown,Open,11.554697,77.244508,7
FIR9618,Burglary,Ballari,West,2025-11-04,Kamala Ramachandran,44,Female,Hema Karnik,Knife,Under Investigation,16.284942,76.462789,3
FIR9619,Assault,Hubballi-Dharwad,South,2025-01-28,Lajita Ganguly,35,Female,Turvi Sarma,None,Under Investigation,13.274669,77.65001,6
FIR9620,Assault,Belagavi,East,2025-03-18,Tristan Deo,66,Female,Yashoda Luthra,Unknown,Under Investigation,16.916675,76.810479,1
FIR9621,Kidnapping,Shivamogga,East,2025-08-18,Quincy Venkataraman,59,Male,Yashica Sheth,Vehicle,Closed,12.68846,75.855767,1
FIR9622,Drug Trafficking,Bengaluru Urban,South,2025-03-29,Varsha Sekhon,74,Male,Isaac More,None,Closed,12.582976,78.651852,3
FIR9623,Robbery,Vijayapura,Central,2024-09-21,Utkarsh Amble,38,Male,Anusha Badami,Gun,Closed,14.520349,78.087191,1
FIR9624,Robbery,Tumakuru,South,2025-10-03,Dalaja Sharaf,29,Male,Gayathri Morar,Gun,Open,17.122205,76.010472,4
FIR9625,Drug Trafficking,Shivamogga,South,2025-01-30,Theodore Guha,44,Female,Triya Kumar,Rod,Open,17.549162,75.565059,10
FIR9626,Theft,Kalaburagi,South,2025-03-16,Orinder Pal,65,Male,Jeet Ravi,None,Open,14.067907,76.183815,1
FIR9627,Kidnapping,Hubballi-Dharwad,North,2025-12-11,Udant Gulati,43,Female,Arin Peri,Unknown,Under Investigation,18.304545,77.139737,5
FIR9628,Murder,Vijayapura,Traffic,2025-02-27,Simon Deo,39,Female,Yatin Zachariah,Vehicle,Closed,17.210406,77.061973,10
FIR9629,Drug Trafficking,Vijayapura,North,2025-12-23,Chavvi Das,32,Female,Damini Kanda,Vehicle,Under Investigation,14.344421,77.401703,9
FIR9630,Assault,Ballari,South,2025-08-04,Darika Bora,71,Male,Sanya Issac,Unknown,Under Investigation,12.767981,76.560751,6
FIR9631,Robbery,Shivamogga,Market,2026-04-29,Tanay Natt,18,Male,Nihal Sant,Vehicle,Closed,14.461571,74.694452,8
FIR9632,Vehicle Theft,Vijayapura,West,2025-05-20,Gaurangi Mutti,64,Male,Tarak Sarna,Unknown,Open,13.628421,76.304646,10
FIR9633,Burglary,Hubballi-Dharwad,Traffic,2025-12-05,Shivani Rajagopal,71,Female,Ekani Vohra,Unknown,Closed,13.808114,75.992166,8
FIR9634,Fraud,Shivamogga,Central,2024-11-29,Yuvraj Cheema,52,Female,Faras Mand,None,Under Investigation,13.446838,77.781948,4
FIR9635,Burglary,Mangaluru,East,2025-11-16,Chanakya Vaidya,38,Female,Faras Bhatia,Unknown,Under Investigation,12.943691,76.849003,3
FIR9636,Robbery,Shivamogga,West,2025-04-11,Ganga Mitra,54,Female,Ayaan Kakar,Knife,Under Investigation,15.723581,77.418223,7
FIR9637,Burglary,Kalaburagi,Traffic,2026-02-28,Nidra Kunda,54,Female,Wyatt Virk,None,Under Investigation,15.263556,77.534507,8
FIR9638,Theft,Hubballi-Dharwad,West,2025-12-01,Abhimanyu Dani,57,Male,Bina Goyal,Knife,Under Investigation,17.310861,74.311444,1
FIR9639,Kidnapping,Ballari,Market,2025-08-26,Brinda Din,35,Female,Ekalinga Dey,Vehicle,Under Investigation,12.626107,77.67447,7
FIR9640,Cyber Crime,Mangaluru,East,2024-09-12,Ishaan Murthy,57,Female,Eta Mitra,None,Closed,12.335021,77.640152,2
FIR9641,Cyber Crime,Belagavi,Central,2025-06-28,Girindra Choudhury,60,Male,Laksh Borde,Rod,Open,12.219624,76.505444,3
FIR9642,Assault,Mysuru,Market,2025-05-16,Panini Bumb,67,Female,Deepa Baria,Rod,Under Investigation,17.379343,76.521513,7
FIR9643,Burglary,Belagavi,North,2024-12-11,Pratyush Kata,55,Female,Dominic Banerjee,Vehicle,Under Investigation,16.655721,74.118711,3
FIR9644,Kidnapping,Vijayapura,Market,2025-06-05,Balhaar Varty,75,Female,Timothy Bhatti,Unknown,Closed,12.501424,77.662573,10
FIR9645,Vehicle Theft,Mangaluru,Traffic,2024-07-21,Theodore Sachdeva,65,Female,Arjun Kumer,Knife,Closed,13.054371,77.168672,1
FIR9646,Murder,Vijayapura,East,2025-09-01,Widisha Bala,54,Male,Vrishti Soni,Gun,Under Investigation,17.398307,77.787172,8
FIR9647,Robbery,Ballari,Rural,2025-05-19,Oni Mall,68,Male,Raksha Kata,Vehicle,Closed,15.322739,77.057107,8
FIR9648,Murder,Shivamogga,Rural,2025-10-26,Qarin Anand,56,Male,Divya Lad,Knife,Under Investigation,17.972276,75.228256,9
FIR9649,Vehicle Theft,Bengaluru Urban,Rural,2025-08-26,Eesha Kari,54,Female,Azad Krishnamurthy,Gun,Open,13.95173,76.997623,5
FIR9650,Burglary,Shivamogga,Market,2024-08-06,Irya Mall,37,Male,Diya Nagy,Vehicle,Closed,13.420601,77.535969,7
FIR9651,Fraud,Ballari,Central,2025-10-11,Madhavi Munshi,75,Female,Vihaan Doshi,Gun,Under Investigation,17.609084,74.64491,10
FIR9652,Kidnapping,Tumakuru,Central,2026-03-15,Ekavir Dhingra,42,Female,Radhika Tella,Unknown,Open,15.212386,77.856342,2
FIR9653,Vehicle Theft,Mangaluru,West,2024-09-17,Devansh Varughese,64,Male,Zehaan Tank,Vehicle,Closed,15.315204,78.177743,1
FIR9654,Theft,Vijayapura,East,2024-10-12,Siya Ben,66,Female,Laksh Sarma,Unknown,Under Investigation,14.766554,75.092928,5
FIR9655,Kidnapping,Bengaluru Urban,Central,2025-10-09,Qabil Dhillon,31,Male,Suhani Nayak,None,Closed,12.412832,74.512219,6
FIR9656,Murder,Ballari,West,2025-03-06,Kashish Patla,57,Male,William Kalla,Unknown,Open,15.844921,75.952653,2
FIR9657,Fraud,Mysuru,Market,2025-05-02,Gunbir Chada,72,Male,Michael Gulati,Unknown,Open,16.612813,78.709708,4
